day,name,address,city,codes,map
"Wednesday, AM 06:30",Faith at Work,7511 Gourmet Alley,Gilroy,"O,Wh","http://maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=7511+Gourmet+Alley,+Gilroy,+CA&sll=37.277003,-121.952999&sspn=0.092611,0.153809&g=95008&ie=UTF8&z=16"
"Thursday, AM 06:30",Faith at Work,7511 Gourmet Alley,Gilroy,"O,Wh","http://maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=7511+Gourmet+Alley,+Gilroy,+CA&sll=37.277003,-121.952999&sspn=0.092611,0.153809&g=95008&ie=UTF8&z=16"
"Tuesday, PM 12:00",Tuesday Teatotalers,7511 Gourmet Alley,Gilroy,"O,Wh","http://maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=7511+Gourmet+Alley,+Gilroy,+CA&sll=37.277003,-121.952999&sspn=0.092611,0.153809&g=95008&ie=UTF8&z=16"
"Monday, AM 06:30",Faith at Work,7511 Gourmet Alley,Gilroy,"O,Wh","http://maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=7511+Gourmet+Alley,+Gilroy,+CA&sll=37.277003,-121.952999&sspn=0.092611,0.153809&g=95008&ie=UTF8&z=16"
"Tuesday, PM 12:00",Serenity at Noon,"American Red Cross:  2731 N. 1st. St., btwn Montague Expressway & Trimble Rd.","San Jose, North","O,Wh",http://goo.gl/maps/vh3vG
"Wednesday, PM 07:30",Courage to Change (women),All Saints Episcopal Church (Fireplace Rm):  555 Waverly St.,Palo Alto,"W,C","http://maps.google.com/maps?oi=map&q=555+Waverley+Street,+Palo+Alto,+CA"
"Tuesday, PM 07:30",Gay/Lesbian Big Book Discussion,Church of Christ: 400 W. Campbell Ave.,Campbell,"G,L,O,Wh","http://maps.google.com/maps?q=400+W.+Campbell+Ave+campbell,+ca&spn=0.021797,0.036489&hl=en"
"Thursday, PM 08:00",Recovery Roulette,Rock Church:  929 Weddell Court,Sunnyvale,"O,Wh",http://goo.gl/maps/SftXP
"Tuesday, PM 08:00",End of the Line Men's Group,Holy Redeemer Lutheran Church: 1948 The Alameda & McKendrie,"San Jose, Willow Glen","M,C","http://maps.google.com/maps?q=1948+The+Alameda+san+jose,+ca&spn=0.021782,0.036489&hl=en"
"Tuesday, PM 08:00",Caring & Sharing (chips 4th Tuesday of month),Almaden United Methodist Church:  1200 Blossom Hill Rd,"San Jose, South","O,Wh","http://maps.google.com/maps?q=1200+Blossom+Hill+Rd+san+jose+ca&spn=0.021808,0.036489&hl=en"
"Tuesday, PM 08:00",Moonlight Group,Our Savior's Lutheran Church: 1224 N. Winchester Blvd. & Tulip Ave.,Santa Clara,"O,Wh","http://maps.google.com/maps?q=1224+N+Winchester+Blvd,+Santa+Clara,+CA+95050&hl=en&ll=37.335873,-121.950088&spn=0.015014,0.042915"
"Tuesday, PM 12:00",Back to Basics,"Prince of Peace Church: 12770 Saratoga Ave., at Cox",Saratoga,"O,Wh","http://maps.google.com/maps?q=12770+Saratoga+Ave+saratoga,+ca&hl=en"
"Tuesday, PM 08:15",Tuesday Night Saratoga Group,Immanuel Lutheran Church: 14103 Saratoga Avenue,Saratoga,O,"http://maps.google.com/maps?q=14103+Saratoga+Ave+saratoga,+ca&spn=0.021804,0.036489&hl=en"
"Saturday, PM 12:00",Personal Stories,"Saturday Nite Live Group: 1388 S. Bascom Ave., at Stokes St.","San Jose, Willow Glen","O,Wh","http://maps.google.com/maps?q=1388+S.+Bascom+Ave,+san+jose+ca&hl=en"
"Tuesday, PM 12:00",Share & Care,"Congregational Community Church: 1112 Bernardo, at Remington",Sunnyvale,"O,Wh","http://maps.google.com/maps?q=1112+S+Bernardo+Ave,+Sunnyvale,+CA+94087&spn=0.021777,0.036489&hl=en"
"Tuesday, PM 12:00",Tuesday Nooners,St. John's Lutheran Church: 581 E. Fremont Ave. & Manet Dr.,Sunnyvale,"O,Wh","http://www.google.com/maps?f=q&hl=en&q=581+E+Fremont+Ave,+Sunnyvale,+CA+94087&ie=UTF8&z=15&ll=37.353648,-122.026391&spn=0.015044,0.042915&om=1&iwloc=A"
"Thursday, AM 09:00",Cup of Coffee Group,Alano Club of San Jose: 1122 Fair Ave. & McLaughlin (btwn. Tully & Story),"San Jose, East",O,"http://maps.google.com/maps?q=1122+Fair+Ave,+san+jose+ca&spn=0.020508,0.035397&hl=en"
"Wednesday, PM 12:00",Topic Discussion,"Saturday Nite Live Group: 1388 S. Bascom Ave., at Stokes St.","San Jose, Willow Glen","O,Wh","http://maps.google.com/maps?q=1388+S.+Bascom+Ave,+san+jose+ca&hl=en"
"Wednesday, PM 06:00",Many Do Recover (chip),"Saturday Nite Live Group: 1388 S. Bascom Ave., at Stokes St.","San Jose, Willow Glen","O,Wh","http://maps.google.com/maps?q=1388+S.+Bascom+Ave,+san+jose+ca&hl=en"
"Wednesday, PM 08:00",Big Book Meeting,"Saturday Nite Live Group: 1388 S. Bascom Ave., at Stokes St.","San Jose, Willow Glen","O,Wh","http://maps.google.com/maps?q=1388+S.+Bascom+Ave,+san+jose+ca&hl=en"
"Thursday, AM 12:00",As Bill Sees It Discussion (book study),"Saturday Nite Live Group: 1388 S. Bascom Ave., at Stokes St.","San Jose, Willow Glen","O,Wh","http://maps.google.com/maps?q=1388+S.+Bascom+Ave,+san+jose+ca&hl=en"
"Thursday, PM 06:00",Newcomers First (intro to AA for newcomers),"First Presbyterian Church: 1140 Cowper, at Lincoln",Palo Alto,"O,Wh","http://maps.google.com/maps?q=1140+Cowper+St,+Palo+Alto,+CA+94301&spn=0.021752,0.036489&hl=en"
"Thursday, PM 08:00",Men's Basic Big Book Study,"Holy Spirit Episcopal Church: 41 W. Rincon at Winchester Blvd., Rincon Room",Campbell,"M,C,Wh","http://maps.google.com/maps?q=41+W+Rincon+Ave,+Campbell,+CA+95008&spn=0.021798,0.036489&hl=en"
"Wednesday, PM 08:00",Beginners,7511 Gourmet Alley,Gilroy,"O,Wh","http://maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=7511+Gourmet+Alley,+Gilroy,+CA&sll=37.277003,-121.952999&sspn=0.092611,0.153809&g=95008&ie=UTF8&z=16"
"Thursday, PM 07:00",Eleventh Step Meditation,St. Williams's Church:  611 S. El Monte,Los Altos,"O,Wh","http://maps.google.com/maps?f=q&hl=en&q=611+S+El+Monte,+Los+Altos,+CA&ll=37.372442,-122.109561&spn=0.015006,0.042915"
"Wednesday, PM 08:15",Chip Winners (Chips each week),"Grant Road Group: Immanuel Lutheran Church, 1715 Grant Rd. & Don Kirk",Los Altos,"O,Wh","http://maps.google.com/maps?q=1715+Grant+Rd+los+altos,+ca&spn=0.022071,0.036815&hl=en"
"Saturday, PM 08:00",Positive Outlook,"Calvary Church:  16330 Los Gatos Blvd., red brick bldg.",Los Gatos,"O,Wh","http://maps.google.com/maps?f=q&hl=en&q=16330+Los+Gatos+Blvd,+Los+Gatos,+CA&sll=37.0625,-95.677068&sspn=50.777825,82.265625&layer=&ie=UTF8&z=17&om=1&iwloc=addr"
"Monday, PM 07:00","Last Call (Adults only, please)","Emergency Housing Consortium:  2011 Little Orchard, Veteran's Center","San Jose, South","O,Wh",http://g.co/maps/a67yy
"Thursday, PM 06:00",Women's Candlelight Big Book Discussion,Morgan Hill Community & Cultural Center:  17000 Monterey Rd,Morgan Hill,"W,O,Wh",http://g.co/maps/45244
"Friday, AM 12:00",The End of the Madness,"Saturday Nite Live Group: 1388 S. Bascom Ave., at Stokes St.","San Jose, Willow Glen","O,Wh","http://maps.google.com/maps?q=1388+S.+Bascom+Ave,+san+jose+ca&hl=en"
"Wednesday, PM 12:30",Take the Next Step,"South County Fellowship: 18675 Adams Ct., Suite N",Morgan Hill,"O,Wh","http://maps.google.com/maps?q=18675+Adams+Ct+morgan+hill,+ca&hl=en"
"Wednesday, PM 12:00",Noon Discussion,Grace Lutheran Church: 3149 Waverley & Loma Verde,Palo Alto,"O,Wh","http://maps.google.com/maps?q=3149+Waverley+St,+Palo+Alto,+CA+94306&spn=0.021757,0.036489&hl=en"
"Wednesday, PM 12:00",Living Sober Study,"Moffett Central Shopping Center: 327 B Moffett Blvd., between Central Expwy & Middlefield",Mountain View,"O,Wh","http://maps.google.com/maps?q=327+Moffett+Blvd,+Mountain+View,+CA+94043&spn=0.028437,0.039710&hl=en"
"Wednesday, PM 06:00",As Bill Sees It,"Moffett Central Shopping Center: 327 B Moffett Blvd., between Central Expwy & Middlefield",Mountain View,"O,Wh","http://maps.google.com/maps?q=327+Moffett+Blvd,+Mountain+View,+CA+94043&spn=0.028437,0.039710&hl=en"
"Wednesday, PM 07:30",Young at Heart,Palo Alto Community Center: Middlefield & Melville,Palo Alto,"O,Wh","http://maps.google.com/maps?q=1305+Middlefield+Road,+palo+alto,+ca&spn=0.020508,0.035397&hl=en"
"Wednesday, AM 07:30",Early Bird,Denny's Restaurant:  1390 S. 1st @ Alma,"San Jose, Downtown","O,Wh","http://maps.google.com/maps?f=q&hl=en&geocode=&q=1390+s.+first+st.,+san+jose,+ca&sll=37.0625,-95.677068&sspn=45.736609,81.738281&ie=UTF8&z=16&om=1"
"Wednesday, PM 12:00",Up from the Bottom,Cornerstone Fellowship Group:  1600 Dell Ave. (2nd Floor),Campbell,O,"http://maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=1600+Dell+Ave.,+Campbell+CA&aq=&sll=37.277003,-121.952999&sspn=0.071985,0.209255&ie=UTF8&hq=&hnear=1600+Dell+Ave,+Campbell,+California+95008&z=16"
"Saturday, AM 09:30",Get Up and Go (women),"St. Mark's Church:  1957 Pruneridge, west of Winchester",Santa Clara,"W,C,Wh","http://maps.google.com/maps?q=1957,+Pruneridge,+santa+clara,+ca&hl=en"
"Wednesday, PM 12:00","Try It, You'll Like It",Alano Club of San Jose: 1122 Fair Ave. & McLaughlin (btwn. Tully & Story),"San Jose, East",O,"http://maps.google.com/maps?q=1122+Fair+Ave,+san+jose+ca&spn=0.020508,0.035397&hl=en"
"Wednesday, PM 06:00",Back to Basics,Alano Club of San Jose: 1122 Fair Ave. & McLaughlin (btwn. Tully & Story),"San Jose, East",O,"http://maps.google.com/maps?q=1122+Fair+Ave,+san+jose+ca&spn=0.020508,0.035397&hl=en"
"Wednesday, PM 07:30",Seekers Group,Alano Club of San Jose: 1122 Fair Ave. & McLaughlin (btwn. Tully & Story),"San Jose, East",O,"http://maps.google.com/maps?q=1122+Fair+Ave,+san+jose+ca&spn=0.020508,0.035397&hl=en"
"Saturday, AM 12:00",Another 24 Hours (chip meeting),"Saturday Nite Live Group: 1388 S. Bascom Ave., at Stokes St.","San Jose, Willow Glen","O,Wh","http://maps.google.com/maps?q=1388+S.+Bascom+Ave,+san+jose+ca&hl=en"
"Wednesday, PM 12:00",Serenity Today,"Serenity First Fellowship: 304 N. 6th St, at Julian (upstairs)","San Jose, Downtown",O,"http://maps.google.com/maps?q=304+N+6th+St,+San+Jose,+CA+95112&hl=en"
"Wednesday, PM 06:00",Progressive Sobriety,"Serenity First Fellowship: 304 N. 6th St, at Julian (upstairs)","San Jose, Downtown",O,"http://maps.google.com/maps?q=304+N+6th+St,+San+Jose,+CA+95112&hl=en"
"Wednesday, PM 08:00",First Things First,"Serenity First Fellowship: 304 N. 6th St, at Julian (upstairs)","San Jose, Downtown",O,"http://maps.google.com/maps?q=304+N+6th+St,+San+Jose,+CA+95112&hl=en"
"Wednesday, PM 12:00",Inspiration Big Book,"Transfiguration Church: 4365 Jarvis Ave., btwn. Branham & Hillsdale","San Jose, South",O,"http://maps.google.com/maps?q=4365+Jarvis+Ave.+san+jose,+ca&spn=0.021805,0.036489&hl=en"
"Wednesday, PM 12:00",Serenity at Noon,"American Red Cross:  2731 N. 1st. St., btwn Montague Expressway & Trimble Rd.","San Jose, North","O,Wh",http://goo.gl/maps/vh3vG
"Monday, PM 08:00",Go With God,"586 N. 1st St., Suite 230","San Jose, downtown","C,Wh",http://goo.gl/maps/IIoaL
"Wednesday, PM 06:00",Better Way of Living (chips last Wed. of month),"Holy Spirit Episcopal Church: 41 W. Rincon at Winchester Blvd., St. Lawrence Hall",Campbell,"O,Wh","http://maps.google.com/maps?q=41+W+Rincon+Ave,+Campbell,+CA+95008&spn=0.021798,0.036489&hl=en"
"Wednesday, AM 06:00",Attitude Adjustment,Denny's Restaurant:  1390 S. 1st @ Alma,"San Jose, Downtown","O,Wh","http://maps.google.com/maps?f=q&hl=en&geocode=&q=1390+s.+first+st.,+san+jose,+ca&sll=37.0625,-95.677068&sspn=45.736609,81.738281&ie=UTF8&z=16&om=1"
"Friday, PM 09:30",Night Owls,"Moffett Central Shopping Center: 327 B Moffett Blvd., between Central Expwy & Middlefield",Mountain View,"O,Wh","http://maps.google.com/maps?q=327+Moffett+Blvd,+Mountain+View,+CA+94043&spn=0.028437,0.039710&hl=en"
"Wednesday, AM 06:45",Morning Reflections,"Mt. Olive Lutheran Church: 1989 E. Calaveras Blvd., near Evans Rd.",Milpitas,"O,Wh","http://maps.google.com/maps?q=1989+E+Calaveras+Blvd,+Milpitas,+CA+95035&spn=0.021754,0.036489&hl=en"
"Friday, PM 07:45",Thru the Big Book,"Kaiser Permanente San Jose Medical Center:  5755 Cottle Rd., Bldg.3, Rm 2","San Jose, South","O,Wh",http://goo.gl/maps/BVLkb
"Sunday, AM 07:00",Up the Creek - Daily Reflections,"Moffett Central Shopping Center: 327 B Moffett Blvd., between Central Expwy & Middlefield",Mountain View,"O,Wh","http://maps.google.com/maps?q=327+Moffett+Blvd,+Mountain+View,+CA+94043&spn=0.028437,0.039710&hl=en"
"Sunday, PM 07:00",Underground Book Study,"Holy Spirit Episcopal Church: 41 W. Rincon at Winchester Blvd., Rincon Room",Campbell,"M,O","http://maps.google.com/maps?q=65+W+Rincon+Ave,+Campbell,+CA+95008&spn=0.021798,0.036489&hl=en"
"Saturday, AM 07:00",Up the Creek - Daily Reflections,"Moffett Central Shopping Center: 327 B Moffett Blvd., between Central Expwy & Middlefield",Mountain View,"O,Wh","http://maps.google.com/maps?q=327+Moffett+Blvd,+Mountain+View,+CA+94043&spn=0.028437,0.039710&hl=en"
"Wednesday, PM 08:15",The Other Wednesday Nite (men),Carrow's Restaurant: 910 Saratoga Avenue,"San Jose, West","M,C,Wh","http://maps.google.com/maps?q=910,+Saratoga+Avenue+san+jose,+ca&hl=en"
"Wednesday, PM 12:00",Serenity Discussion,"S.E.S. Hall, 1375 Lafayette St. @ Lewis St.",Santa Clara,"O,Wh","http://maps.google.com/maps?q=Lewis+St.+%26+Lafayette+St.,+Santa+Clara,+CA&hl=en&ll=37.353921,-121.94556&spn=0.009177,0.025041&sll=37.354053,-121.945533&sspn=0.002294,0.00626&z=16"
"Wednesday, PM 08:00",Just a Suggestion Big Book Discussion Group,Our Savior's Lutheran Church: 1224 N. Winchester Blvd. & Tulip Ave.,Santa Clara,"O,Wh","http://maps.google.com/maps?q=1224+N+Winchester+Blvd,+Santa+Clara,+CA+95050&hl=en&ll=37.335873,-121.950088&spn=0.015014,0.042915"
"Wednesday, PM 08:00",Single Problem Study (men),St. Mark's Church: 1957 Pruneridge & Winchester Blvd.,Santa Clara,"M,C,Wh","http://maps.google.com/maps?q=1957,+Pruneridge,+santa+clara,+ca&hl=en"
"Wednesday, PM 08:00",Midweek Spiritual Progress,"Holy Spirit Episcopal Church: 41 W. Rincon at Winchester Blvd., St. Lawrence Hall",Campbell,"O,Wh","http://maps.google.com/maps?q=41+W+Rincon+Ave,+Campbell,+CA+95008&spn=0.021798,0.036489&hl=en"
"Wednesday, PM 12:00",Serenity at Noon,"Congregational Community Church: 1112 Bernardo, at Remington",Sunnyvale,"O,Wh","http://maps.google.com/maps?q=1112+S+Bernardo+Ave,+Sunnyvale,+CA+94087&spn=0.021777,0.036489&hl=en"
"Thursday, PM 12:00",There Is a Solution,"Saturday Nite Live Group: 1388 S. Bascom Ave., at Stokes St.","San Jose, Willow Glen","O,Wh","http://maps.google.com/maps?q=1388+S.+Bascom+Ave,+san+jose+ca&hl=en"
"Thursday, PM 06:00",Do Not Be Discouraged,"Saturday Nite Live Group: 1388 S. Bascom Ave., at Stokes St.","San Jose, Willow Glen","O,Wh","http://maps.google.com/maps?q=1388+S.+Bascom+Ave,+san+jose+ca&hl=en"
"Thursday, PM 08:00",Step Study,"Saturday Nite Live Group: 1388 S. Bascom Ave., at Stokes St.","San Jose, Willow Glen","O,Wh","http://maps.google.com/maps?q=1388+S.+Bascom+Ave,+san+jose+ca&hl=en"
"Thursday, PM 08:00",Single Problem Study (men),"Church of Christ: 400 W. Campbell Avenue, west of Winchester Blvd.",Campbell,"M,C","http://maps.google.com/maps?q=400+W.+Campbell+Ave+campbell,+ca&spn=0.021797,0.036489&hl=en"
"Friday, PM 07:30",Gay & Lesbian Step Study & 12 Traditions Group,Billy DeFrank Center:  938 The Alameda,"San Jose, Downtown","G,L,O",http://goo.gl/maps/a7YU
"Thursday, AM 10:30",Came to Believe,"Serenity First Fellowship: 304 N. 6th St, at Julian (upstairs)","San Jose, downtown",O,"http://maps.google.com/maps?q=304+N+6th+St,+San+Jose,+CA+95112&hl=en"
"Thursday, PM 08:00",Los Altos Group (Chips),"Union Presbyterian Church: 858 University Ave., 2 blocks east of El Monte",Los Altos,"O,Wh","http://maps.google.com/maps?q=858+University+Ave,+Los+Altos,+CA+94022&spn=0.021774,0.036489&hl=en"
"Thursday, PM 08:15",Dialogue Group,"St. Luke's Episcopal Church: 20 University Ave., near Main St.",Los Gatos,O,"http://maps.google.com/maps?f=q&hl=en&q=20+University+Ave.,+Los+Gatos,+cA&ll=37.223357,-121.98236&spn=0.015036,0.042915"
"Sunday, PM 07:00",Progress Not Perfection (chips last Sunday),New Creation Lutheran Church:  7275 Santa Teresa Blvd.,"San Jose, South","O,Wh",http://g.co/maps/4mn3t
"Monday, PM 08:00",The Firing Line,Trinity Presbyterian Church:  3151 Union Ave.,"San Jose, Willow Glen","C,M,Wh",http://g.co/maps/3776u
"Thursday, PM 12:30",Brown Baggers,"South County Fellowship:  18675 Adams Ct., Suite N",Morgan Hill,"O,Wh","http://maps.google.com/maps?q=18675+Adams+Ct+morgan+hill,+ca&hl=en"
"Thursday, PM 08:00",Step Study,"South County Fellowship: 18675 Adams Ct., Suite N",Morgan Hill,"O,Wh","http://maps.google.com/maps?q=18675+Adams+Ct+morgan+hill,+ca&hl=en"
"Sunday, AM 09:00",Spiritual Step Study,"Stanford:  Work Life Center Bldg., 845 Escondido Road",Palo Alto,O,http://g.co/maps/dkp7f
"Thursday, PM 12:15",Campus Group,"Stanford: Cottage Room, 150 Comstock Circle, Escondido Village",Palo Alto,O,"http://maps.google.com/maps?f=q&hl=en&q=Comstock+Cir+%26+Escondido+Vlg,+Stanford,+CA+94305&ll=37.423991,-122.156425&spn=0.014996,0.042915"
"Thursday, PM 12:00",Whole Step,"Moffett Central Shopping Center: 327 B Moffett Blvd., between Central Expwy & Middlefield",Mountain View,"O,Wh","http://maps.google.com/maps?q=327+Moffett+Blvd,+Mountain+View,+CA+94043&spn=0.028437,0.039710&hl=en"
"Thursday, PM 12:00",Just for Today,"Mental Health Services, 231 Grant Ave., Palo Alto  94036",Palo Alto,"O,Wh","http://maps.google.com/maps?q=231+Grant+Ave,+palo+alto,+ca&spn=0.020508,0.035397&hl=en"
"Saturday, AM 07:30",High Hope (men),St. Martin of Tours Church:  300 O'Connor Dr.,"San Jose, West","M,C","http://maps.google.com/maps?q=300+OConnor+Dr+san+jose,+ca&spn=0.021787,0.036489&hl=en"
"Thursday, PM 12:00",Serenity at Noon,"American Red Cross:  2731 N. 1st. St., btwn Montague Expressway & Trimble Rd.","San Jose, North","O,Wh",http://goo.gl/maps/vh3vG
"Wednesday, PM 12:00",Bonair Siding Big Book Study,"340 Bonair Siding Road, Stanford University, Zones Conference Rm.",Palo Alto,O,http://goo.gl/maps/1Zgth
"Thursday, PM 12:00",The Sunshine Group,Masonic Lodge: 2500 Masonic Dr.,"San Jose, West","O,Wh",http://goo.gl/maps/GDaOb
"Saturday, PM 08:15",Beginners & Beyond (Candlelight and chips),"Faith Lutheran Church:  16548 Ferris at Spencer, Rm 13",Los Gatos,"O,Wh","http://maps.google.com/maps?f=q&hl=en&q=16548+Ferris,+Los+Gatos,+CA&ll=37.228996,-121.965322&spn=0.015035,0.042915"">Map</a"
"Thursday, AM 07:30",Early Bird,Denny's Restaurant:  1390 S. 1st @ Alma,"San Jose, Downtown","O,Wh","http://maps.google.com/maps?f=q&hl=en&geocode=&q=1390+s.+first+st.,+san+jose,+ca&sll=37.0625,-95.677068&sspn=45.736609,81.738281&ie=UTF8&z=16&om=1"
"Thursday, PM 12:00",High Noon,Cornerstone Fellowship Group:  1600 Dell Ave. (2nd Floor),Campbell,O,"http://maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=1600+Dell+Ave.,+Campbell+CA&aq=&sll=37.277003,-121.952999&sspn=0.071985,0.209255&ie=UTF8&hq=&hnear=1600+Dell+Ave,+Campbell,+California+95008&z=16"
"Wednesday, PM 06:00",10th Step Meeting,7511 Gourmet Alley,Gilroy,"O,Wh","http://maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=7511+Gourmet+Alley,+Gilroy,+CA&sll=37.277003,-121.952999&sspn=0.092611,0.153809&g=95008&ie=UTF8&z=16"
"Thursday, PM 12:00",Expect a Miracle,Alano Club of San Jose: 1122 Fair Ave. & McLaughlin (btwn. Tully & Story),"San Jose, East",O,"http://maps.google.com/maps?q=1122+Fair+Ave,+san+jose+ca&spn=0.020508,0.035397&hl=en"
"Thursday, PM 06:00",Back to Basics,Alano Club of San Jose: 1122 Fair Ave. & McLaughlin (btwn. Tully & Story),"San Jose, East",O,"http://maps.google.com/maps?q=1122+Fair+Ave,+san+jose+ca&spn=0.020508,0.035397&hl=en"
"Thursday, PM 07:30",Seekers Group (chips),Alano Club of San Jose: 1122 Fair Ave. & McLaughlin (btwn. Tully & Story),"San Jose, East",O,"http://maps.google.com/maps?q=1122+Fair+Ave,+san+jose+ca&spn=0.020508,0.035397&hl=en"
"Thursday, PM 12:00",All Amigos,"Serenity First Fellowship: 304 N. 6th St, at Julian (upstairs)","San Jose, Downtown",O,"http://maps.google.com/maps?q=304+N+6th+St,+San+Jose,+CA+95112&hl=en"
"Saturday, PM 06:30",How It Works,"Saturday Nite Live Group: 1388 S. Bascom Ave., at Stokes St.","San Jose, Willow Glen","O,Wh","http://maps.google.com/maps?q=1388+S.+Bascom+Ave,+san+jose+ca&hl=en"
"Monday, PM 06:00",Big Book Highlighter,St. Luke's Lutheran Church: 1025 The Dalles & Wright,Sunnyvale,"O,Wh","http://maps.google.com/maps?f=q&hl=en&q=1025+The+Dalles,+Sunnyvale,+CA&ll=37.346757,-122.056131&spn=0.014738,0.031114"
"Thursday, PM 08:00",Gay Men's Freedom,"Holy Redeemer Lutheran Church: 1948 The Alameda, at McKendrie","San Jose, Willow Glen","G,C","http://maps.google.com/maps?q=1948+The+Alameda+san+jose,+ca&spn=0.021782,0.036489&hl=en"
"Friday, PM 07:30",Hora de Vivir (Spanish),Alano Club of San Jose: 1122 Fair Ave. & McLaughlin (btwn. Tully & Story),"San Jose, East","S,O","http://maps.google.com/maps?q=1122+Fair+Ave,+san+jose+ca&spn=0.020508,0.035397&hl=en"
"Thursday, PM 08:00",South Valley Group (chips),"Almaden Hills United Methodist Church: 1200 Blossom Hill Rd., west of Almaden","San Jose, South","O,Wh","http://maps.google.com/maps?q=1200+Blossom+Hill+Rd+san+jose+ca&spn=0.021808,0.036489&hl=en"
"Thursday, PM 08:15",Spiritual Progress (chips 2nd & 4th Thursday),"Foxworthy Baptist Church: 1774 Foxworthy, between Meridian & Ross","San Jose, Willow Glen","O,Wh","http://maps.google.com/maps?q=1774+Foxworthy+san+jose+ca&spn=0.021804,0.036489&hl=en"
"Thursday, PM 08:00",St. Mark's Group,St. Mark's Church: 1957 Pruneridge & Winchester Blvd.,Santa Clara,"O,Wh","http://maps.google.com/maps?q=1957,+Pruneridge,+santa+clara,+ca&hl=en"
"Thursday, PM 08:00",Young Adults' Group,Our Savior's Lutheran Church: 1224 N. Winchester Blvd. & Tulip Ave.,Santa Clara,"O,Wh","http://maps.google.com/maps?q=1224+N+Winchester+Blvd,+Santa+Clara,+CA+95050&hl=en&ll=37.335873,-121.950088&spn=0.015014,0.042915"
"Thursday, PM 02:00",Silver Serenity,"St. Lucy's Church:  2346 S. Winchester Ave. (Activity Center Bldg., Budd Ave.)",Campbell,O,"http://maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=2346+S.+Winchester+Blvd.,+Campbell,+ca"
"Wednesday, PM 07:00",The Survivors (no children please),Veteran's Housing Facility:  10 Kirk Ave.,"San Jose, East","O,Wh",http://goo.gl/maps/DswPq
"Thursday, PM 12:00",Fremont Avenue,St. John's Lutheran Church: 581 E. Fremont Ave. & Manet Dr.,Sunnyvale,"O,Wh","http://www.google.com/maps?f=q&hl=en&q=581+E+Fremont+Ave,+Sunnyvale,+CA+94087&ie=UTF8&z=15&ll=37.353648,-122.026391&spn=0.015044,0.042915&om=1&iwloc=A"
"Thursday, PM 12:00",Noon Newcomers,"Congregational Community Church: 1112 Bernardo, at Remington",Sunnyvale,"O,Wh","http://maps.google.com/maps?q=1112+S+Bernardo+Ave,+Sunnyvale,+CA+94087&spn=0.021777,0.036489&hl=en"
"Tuesday, PM 07:00",Came to Believe,East Valley Pentacostal Church:  2715 S. White Rd.,"San Jose, East","O,Wh","http://maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=2715+South+White+Road,+San+Jose,+CA&sll=37.0625,-95.677068&sspn=39.047881,107.138672&ie=UTF8&hq=&hnear=2715+S+White+Rd,+San+Jose,+Santa+Clara,+California+95148&z=16"
"Friday, PM 06:00",Weekend Starter Step Study,"Saturday Nite Live Group: 1388 S. Bascom Ave., at Stokes St.","San Jose, Willow Glen","O,Wh","http://maps.google.com/maps?q=1388+S.+Bascom+Ave,+san+jose+ca&hl=en"
"Friday, PM 12:00",Big Book Study,"Saturday Nite Live Group: 1388 S. Bascom Ave., at Stokes St.","San Jose, Willow Glen","O,Wh","http://maps.google.com/maps?q=1388+S.+Bascom+Ave,+san+jose+ca&hl=en"
"Friday, PM 08:00",Speaker Meeting (chip mtg last Fri of month),"Saturday Nite Live Group: 1388 S. Bascom Ave., at Stokes St.","San Jose, Willow Glen","O,Wh","http://maps.google.com/maps?q=1388+S.+Bascom+Ave,+san+jose+ca&hl=en"
"Sunday, PM 06:00",Sunday Delight,"Serenity First Fellowship: 304 N. 6th St, at Julian (upstairs)","San Jose, Downtown",O,"http://maps.google.com/maps?q=304+N+6th+St,+San+Jose,+CA+95112&hl=en"
"Monday, PM 12:00",New Nooners,"Mission Oaks Hospital: 15891 Los Gatos-Almaden Rd., at National",Los Gatos,"O,Wh","http://g.co/maps/3xdzn"">Map</a"
"Thursday, PM 06:30",Women's Step Topics,"First Congregational Church:  1980 Hamilton @ Leigh, Rm 14","San Jose, Willow Glen","O,W","http://maps.google.com/maps?f=q&hl=en&q=1980+Hamilton+Ave,+Campbell,+Santa+Clara,+California+95125,+United+States&layer=&ie=UTF8&sll=37.0625,-95.677068&sspn=50.777825,82.265625&z=17&om=1&iwloc=addr"
"Friday, PM 06:45",Starting the Steps,"Kaiser Permanente San Jose Medical Center:  5755 Cottle Rd., Bldg.3, Rm. 2","San Jose, South","O,Wh",http://goo.gl/maps/BVLkb
"Friday, PM 08:00",Gut Level Group,7511 Gourmet Alley,Gilroy,"O,Wh","http://maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=7511+Gourmet+Alley,+Gilroy,+CA&sll=37.277003,-121.952999&sspn=0.092611,0.153809&g=95008&ie=UTF8&z=16"
